requirement_id,route,command_or_query,authorization_predicate,canonical_object_id_field,event_audit_record,test_ref,evidence_ref,candidate_sha,status,epic,kind,matched_coverage_row_ids,note,row_id,supersedes_row_id
CW-RT-014;CW-RT-015;CW-RT-028;CW-GR-029,POST /api/v8/case-workspace/process-definitions/:processDefinitionId/versions,playService.createProcessVersionDraft,requireOrgMember,process_version_id (new),process.version.draft_created (case_workspace_event_outbox) [playService.ts:952],"server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E12,command,CW-RT-014;CW-RT-014-U1;CW-RT-015;CW-RT-015-U1;CW-RT-028;CW-RT-028-U1;CW-GR-029,,TRAR-080,
CW-RT-028;CW-RT-029,PUT /api/v8/case-workspace/process-versions/:processVersionId,playService.updateProcessVersionDraft,requireOrgMember,process_version_id,process.version.draft_updated (case_workspace_event_outbox) [playService.ts:1043],"server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E12,command,CW-RT-028;CW-RT-028-U1;CW-RT-029;CW-RT-029-U1,,TRAR-081,
CW-RT-014;CW-GR-029,GET /api/v8/case-workspace/process-versions/:processVersionId,playService.getProcessVersion,requireOrgMember,process_version_id,NONE,PENDING,"playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E12,query,CW-RT-014;CW-RT-014-U1;CW-GR-029,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-082,
CW-GR-029;CW-GR-030,GET /api/v8/case-workspace/process-definitions/:processDefinitionId/versions,playService.listProcessVersionsForDefinition,NONE-INTERNAL-ONLY (service fn itself; route's requireOwnOrgDefinition gates the definition first),process_definition_id,NONE,PENDING,"playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E12,query,CW-GR-029;CW-GR-030;CW-GR-030-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-083,
CW-RT-028;CW-GR-029,POST /api/v8/case-workspace/process-versions/:processVersionId/propose,playService.proposeProcessVersion,requireOrgMember,process_version_id,process.definition.submitted (case_workspace_event_outbox) [playService.ts:1157; naming asymmetry kept per EVENT_TAXONOMY 5.4 - aggregate is PROCESS_VERSION],"server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E12,command,CW-RT-028;CW-RT-028-U1;CW-GR-029,,TRAR-084,
CW-RT-014;CW-GR-030,POST /api/v8/case-workspace/process-versions/:processVersionId/review,playService.reviewProcessVersion,requireOrgMember,process_version_id,"process.version.reviewed (case_workspace_event_outbox) [playService.ts:1241 and :1287 (one per decision branch, one event per call)]","server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E12,command,CW-RT-014;CW-RT-014-U1;CW-GR-030;CW-GR-030-U1,no self-review prohibition (accepted gap),TRAR-085,
CW-RT-014;CW-RT-028;CW-RT-029;CW-GR-029;CW-GR-030,POST /api/v8/case-workspace/process-versions/:processVersionId/publish,playService.publishProcessVersion,requireOrgMember,process_version_id,process.definition.published (case_workspace_event_outbox) [playService.ts:1371; naming asymmetry per EVENT_TAXONOMY 5.4],"server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E12,command,CW-RT-014;CW-RT-014-U1;CW-RT-028;CW-RT-028-U1;CW-RT-029;CW-RT-029-U1;CW-GR-029;CW-GR-030;CW-GR-030-U1,"multiple PUBLISHED versions may coexist, no SUPERSEDED state (deliberate divergence from CasePlanVersion)",TRAR-086,
CW-RT-028;CW-RT-029,POST /api/v8/case-workspace/process-versions/:processVersionId/deprecate,playService.deprecateProcessVersion,NONE-INTERNAL-ONLY (service fn itself has no auth call; route's requireOwnOrgVersion gates the version first),process_version_id,process.definition.deprecated (case_workspace_event_outbox) [playService.ts:1451; naming asymmetry per EVENT_TAXONOMY 5.4],"server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E12,command,CW-RT-028;CW-RT-028-U1;CW-RT-029;CW-RT-029-U1,,TRAR-087,
CW-RT-028;CW-RT-029,POST /api/v8/case-workspace/process-versions/:processVersionId/archive,playService.archiveProcessVersion,NONE-INTERNAL-ONLY (service fn itself has no auth call; route's requireOwnOrgVersion gates the version first),process_version_id,process.version.archived (case_workspace_event_outbox) [playService.ts:1522],"server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E12,command,CW-RT-028;CW-RT-028-U1;CW-RT-029;CW-RT-029-U1,,TRAR-088,
CW-RT-014;CW-RT-029,POST /api/v8/case-workspace/process-versions/:processVersionId/instantiate,playService.instantiateProcessVersion,"requireOrgMember (via internal getProcessVersion call, reached first);requireCaseAccess (own explicit call)","process_version_id (reads) -> case_plan_version_id (creates, via casePlanVersionService.createPlanDraft)",process.version.instantiated (case_workspace_event_outbox) + case.plan.draft_created via createPlanDraftOnClient — both on ONE transaction client,server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (realDB; no outbox row expected for this command),"playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E12,command,CW-RT-014;CW-RT-014-U1;CW-RT-029;CW-RT-029-U1,"AUTH NUANCE (Stream E finding, originally verified 2026-08-10) — CLOSED by Stream A: instantiateProcessVersion now opens with `await requireCaseAccess(actorUserId, targetCaseId);` (actor-authorization) in addition to the pre-existing 44769e6bc9 resource-to-resource organization_id-consistency check. It also now calls `getProcessVersion(id, actorUserId)` first, which itself requires org membership on the Play's organization — so a zero-standing actor is denied even earlier (code 'not_org_member') than the requireCaseAccess call. See security/playService.security.pg.test.ts test (B) 'GAP CLOSED... ZERO standing' for a concrete proof. DIVERGENCE from EVENT_TAXONOMY.md 2 (playService), acknowledged in code at playService.ts:1589-1601: the function holds no transaction of its own and the sole mutation happens inside casePlanVersionService.createPlanDraft (which publishes case.plan.draft_created on its own client), so emitting here would need a post-commit second transaction; fix requires a caller-supplied client on createPlanDraft.",TRAR-089,
CW-RT-024;CW-RT-025;CW-00-016;CW-00-020-INV4;CW-01-OD7;CW-01-015;CW-RT-013;CW-RT-054;CW-RT-063;CW-RT-043;CW-GR-033;CW-01-029;CW-CANON-04;CW-DOD-A5,POST /api/v8/case-workspace/cases/:caseId/artifact-links,artifactLinkService.linkArtifactToCase,requireCaseAccess,link_id (new),artifact.linked_to_case (case_workspace_event_outbox) [artifactLinkService.ts:500],"server/src/services/caseWorkspace/__tests__/artifactLinkService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","artifactLinkService.ts|server/migrations/20260809_case_workspace_artifact_links.sql|server/src/services/caseWorkspace/__tests__/artifactLinkService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/artifactLinkService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E10,command,CW-RT-024;CW-RT-024-U1;CW-RT-025;CW-RT-025-U1;CW-00-016;CW-00-020-INV4;CW-00-020-INV4-U1;CW-01-OD7;CW-01-015;CW-RT-013;CW-RT-013-U1;CW-RT-054;CW-RT-063;CW-RT-043;CW-GR-033;CW-01-029;CW-CANON-04;CW-DOD-A5,"stores typed pointer only, no artifact content copy",TRAR-090,
CW-RT-024;CW-RT-025;CW-RT-043;CW-GR-033;CW-01-026-INV9,POST /api/v8/case-workspace/artifact-links/:linkId/pin,artifactLinkService.pinArtifactRevision,requireCaseAccess,link_id,evidence.pinned (case_workspace_event_outbox) [artifactLinkService.ts:601],"server/src/services/caseWorkspace/__tests__/artifactLinkService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","artifactLinkService.ts|server/migrations/20260809_case_workspace_artifact_links.sql|server/src/services/caseWorkspace/__tests__/artifactLinkService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/artifactLinkService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E10,command,CW-RT-024;CW-RT-024-U1;CW-RT-025;CW-RT-025-U1;CW-RT-043;CW-GR-033;CW-01-026-INV9;CW-01-026-INV9-U1,"appends to revision_pin_history, never silently overwrites",TRAR-091,
CW-01-026-INV9;CW-RT-025;CW-DOD-B5,POST /api/v8/case-workspace/artifact-links/:linkId/mark-stale,artifactLinkService.markLinkStale,requireCaseAccess,link_id,artifact_link.marked_stale (case_workspace_event_outbox) [artifactLinkService.ts:679],"server/src/services/caseWorkspace/__tests__/artifactLinkService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","artifactLinkService.ts|server/migrations/20260809_case_workspace_artifact_links.sql|server/src/services/caseWorkspace/__tests__/artifactLinkService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/artifactLinkService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E10,command,CW-01-026-INV9;CW-01-026-INV9-U1;CW-RT-025;CW-RT-025-U1;CW-DOD-B5,"free-text reason only, no severity/urgency scale",TRAR-092,
