schema,table,category,family,reason,sourceEvidence,exclusionBasis,ownership
public,case_workspace_feature_flags,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/caseWorkspace/migrationReadinessService.ts:676; SQL_FROM server/src/services/caseWorkspace/migrationReadinessService.ts:666; SQL_FROM server/src/services/caseWorkspace/migrationReadinessService.ts:751; SQL_FROM server/src/services/caseWorkspace/migrationReadinessService.ts:777,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,case_workspace_gateway_evaluations,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/caseWorkspace/executionGraphService.ts:669; SQL_FROM server/src/services/caseWorkspace/executionGraphService.ts:750; SQL_FROM server/src/services/caseWorkspace/executionGraphService.ts:775; SQL_FROM server/src/services/caseWorkspace/executionGraphService.ts:806; SQL_FROM server/src/services/caseWorkspace/executionGraphService.ts:823,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,case_workspace_history_events,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/caseWorkspace/caseHistoryService.ts:510; SQL_FROM server/src/services/caseWorkspace/caseHistoryService.ts:548; SQL_FROM server/src/services/caseWorkspace/caseHistoryService.ts:702; SQL_FROM server/src/services/caseWorkspace/caseHistoryService.ts:764,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,case_workspace_legacy_quarantine,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/caseWorkspace/migrationReadinessService.ts:953; SQL_FROM server/src/services/caseWorkspace/migrationReadinessService.ts:1020; SQL_FROM server/src/services/caseWorkspace/migrationReadinessService.ts:1037; SQL_FROM server/src/services/caseWorkspace/migrationReadinessService.ts:1076; SQL_FROM server/src/services/caseWorkspace/migrationReadinessService.ts:1089,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,case_workspace_node_result_acceptances,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/caseWorkspace/executionGraphService.ts:903; SQL_FROM server/src/services/caseWorkspace/executionGraphService.ts:969; SQL_FROM server/src/services/caseWorkspace/executionGraphService.ts:994; SQL_FROM server/src/services/caseWorkspace/executionGraphService.ts:1041; SQL_FROM server/src/services/caseWorkspace/executionGraphService.ts:1060,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,case_workspace_node_run_attempts,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.case_workspace_node_run_attempts ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,case_workspace_node_runs,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.case_workspace_node_runs ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,case_workspace_run_bindings,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/caseWorkspace/runBindingService.ts:242; SQL_FROM server/src/services/caseWorkspace/executionGraphService.ts:560; SQL_FROM server/src/services/caseWorkspace/executionGraphService.ts:800; SQL_FROM server/src/services/caseWorkspace/executionGraphService.ts:1023; SQL_FROM server/src/services/caseWorkspace/lightOneClickService.ts:496,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,case_workspace_runs,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.case_workspace_runs ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,case_workspace_value_measurements,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/caseWorkspace/caseHistoryService.ts:854; SQL_FROM server/src/services/caseWorkspace/caseHistoryService.ts:904; SQL_FROM server/src/services/caseWorkspace/caseHistoryService.ts:982; SQL_FROM server/src/services/caseWorkspace/caseHistoryService.ts:1018; SQL_FROM server/src/services/caseWorkspace/caseHistoryService.ts:1041,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,case_workspace_waits,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/caseWorkspace/waitSubscriptionService.ts:607; SQL_UPDATE server/src/services/caseWorkspace/waitSubscriptionService.ts:709; SQL_UPDATE server/src/services/caseWorkspace/waitSubscriptionService.ts:798; SQL_UPDATE server/src/services/caseWorkspace/waitSubscriptionService.ts:1233; SQL_UPDATE server/src/services/caseWorkspace/waitSubscriptionService.ts:1393,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,change_champions,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/changeChampionsService.ts:106; SQL_DELETE_FROM server/src/services/changeChampionsService.ts:131; SQL_FROM server/src/routes/resultsExtended.routes.ts:450; SQL_FROM server/src/services/changeChampionsService.ts:86; SQL_FROM server/src/services/changeChampionsService.ts:92,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,change_coaching_actions,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_FROM server/src/services/changeSentimentService.ts:561,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,change_feedback,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/changeSentimentService.ts:350; SQL_FROM server/src/services/changeSentimentService.ts:366; SQL_FROM server/src/services/changeSentimentService.ts:375,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,change_pulse_checkins,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/changeSentimentService.ts:261; SQL_FROM server/src/services/changeSentimentService.ts:276; SQL_FROM server/src/services/changeSentimentService.ts:298; SQL_FROM server/src/services/changeSentimentService.ts:303; SQL_FROM server/src/services/changeSentimentService.ts:313,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,change_requests,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/GovernanceController.ts:58; SQL_FROM server/src/controllers/GovernanceController.ts:29,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,change_resistance_alerts,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/changeSentimentService.ts:457; SQL_UPDATE server/src/services/changeSentimentService.ts:504; SQL_FROM server/src/services/changeSentimentService.ts:446; SQL_FROM server/src/services/changeSentimentService.ts:474; SQL_FROM server/src/services/changeSentimentService.ts:483,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,change_sentiment_snapshots,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_FROM server/src/routes/resultsExtended.routes.ts:440,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,chat_handoff_owner_claims,EXPORT,COLLABORATION,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/chatHandoff/chatTargetOwnerIngressService.ts:224; SQL_INSERT_INTO server/src/services/chatHandoff/chatTargetOwnerIngressService.ts:290; SQL_UPDATE server/src/services/chatHandoff/chatTargetOwnerIngressService.ts:437; SQL_FROM server/src/services/chatHandoff/chatTargetMappingService.ts:178; SQL_FROM server/src/services/chatHandoff/chatTargetOwnerIngressService.ts:310,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,chat_handoff_owner_ingress,EXPORT,COLLABORATION,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/chatHandoff/chatTargetOwnerIngressService.ts:161; SQL_FROM server/src/scripts/g05-przelot.ts:849; SQL_FROM server/src/services/chatHandoff/chatTargetMappingService.ts:145; SQL_FROM server/src/services/chatHandoff/chatTargetOwnerIngressService.ts:138; SQL_FROM server/src/services/chatHandoff/chatTargetOwnerIngressService.ts:178,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,chat_project_members,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.chat_project_members reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,chat_projects,EXPORT,PROJECTS_PMO,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/chat-projects.routes.ts:463; SQL_INSERT_INTO server/src/routes/my-work.routes.ts:7887; SQL_UPDATE server/src/routes/chat-projects.routes.ts:638; SQL_DELETE_FROM server/src/routes/chat-projects.routes.ts:1110; SQL_FROM server/src/routes/chat-projects.routes.ts:105,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,chat_target_mapping_attempts,EXPORT,COLLABORATION,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/chatHandoff/chatTargetMappingService.ts:163; SQL_INSERT_INTO server/src/services/chatHandoff/chatTargetMappingService.ts:187,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,chat_target_mapping_receipts,EXPORT,COLLABORATION,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/chatHandoff/chatTargetMappingService.ts:151; SQL_UPDATE server/src/services/chatHandoff/chatTargetMappingService.ts:160; SQL_UPDATE server/src/services/chatHandoff/chatTargetMappingService.ts:185; SQL_UPDATE server/src/services/chatHandoff/chatTargetMappingService.ts:193; SQL_FROM server/src/services/chatHandoff/chatTargetMappingService.ts:153,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,checkout_sessions,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.checkout_sessions ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,churn_warnings,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/behaviorIntelligenceService.ts:217; SQL_INSERT_INTO server/src/services/behaviorIntelligenceService.ts:257; SQL_FROM server/src/routes/metrics.routes.ts:365; SQL_FROM server/src/services/behaviorIntelligenceService.ts:208; SQL_FROM server/src/services/behaviorIntelligenceService.ts:251,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,circuit_breaker_state,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.circuit_breaker_state reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,citation_verification_logs,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.citation_verification_logs reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,client_context,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.client_context ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,client_error_events,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.client_error_events reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,closed_loop_workarounds,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/executionControl.routes.ts:751; SQL_UPDATE server/src/routes/executionControl.routes.ts:872; SQL_UPDATE server/src/routes/executionControl.routes.ts:877; SQL_UPDATE server/src/routes/executionControl.routes.ts:953; SQL_UPDATE server/src/routes/executionControl.routes.ts:1000,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,closure_delivery_receipts,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/closureDeliveryReceiptService.ts:196; SQL_INSERT_INTO server/src/services/closureDeliveryReceiptService.ts:216; SQL_UPDATE server/src/services/closureDeliveryReceiptService.ts:445; SQL_UPDATE server/src/services/closureDeliveryReceiptService.ts:503; SQL_UPDATE server/src/services/closureDeliveryReceiptService.ts:550,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
