category	file	test	root_cause	first_failure_message
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 fix packet — BLOCKER 3: editedAfter is immutable except text editedAfter with a "id" key -> 400, proposal stays pending, session untouched	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 fix packet — BLOCKER 3: editedAfter is immutable except text editedAfter with a "source" key -> 400, proposal stays pending, session untouched	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 fix packet — BLOCKER 3: editedAfter is immutable except text editedAfter with a "confidence" key -> 400, proposal stays pending, session untouched	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 fix packet — BLOCKER 3: editedAfter is immutable except text editedAfter with a "proposalStatus" key -> 400, proposal stays pending, session untouched	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 fix packet — BLOCKER 3: editedAfter is immutable except text editedAfter with a "constructor" key -> 400, proposal stays pending, session untouched	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 fix packet — BLOCKER 3: editedAfter is immutable except text editedAfter with a "__proto__" key never pollutes Object.prototype and never leaks into the persisted item	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 fix packet — BLOCKER 3: editedAfter is immutable except text editedAfter with ONLY text still works normally (the one field the real UI actually sends)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 fix packet — BLOCKER 4: semantic validation of the model response model returns a targetItemId that does not exist in the current SWOT -> 502 INVALID_MODEL_RESPONSE, zero rows	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 fix packet — BLOCKER 4: semantic validation of the model response model claims a real item but in the WRONG quadrant -> 502 INVALID_MODEL_RESPONSE, zero rows	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 fix packet — BLOCKER 4: semantic validation of the model response model cites a fabricated sourceRef (not present in the input SWOT) on a non-assumption proposal -> 502 INVALID_MODEL_RESPONSE, zero rows	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 fix packet — BLOCKER 4: semantic validation of the model response an isAssumption:true proposal needs no sourceRefs and is accepted as a genuine assumption, never mislabeled anthropic	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	STREAM G1 — canonical accept gate blocks an unvalidated externally-claimed classification accepting a strengths proposal claiming core-competency with ZERO evidence -> 422, proposal stays pending, session untouched	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	STREAM G1 — canonical accept gate blocks an unvalidated externally-claimed classification the SAME proposal succeeds once a linked signal is added, and the applied item is stamped evidenceStatus: "confirmed"	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	STREAM G1 — canonical accept gate blocks an unvalidated externally-claimed classification a proposal with NO classification claim is stamped evidenceStatus: "declared" honestly on accept (never blocked)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	STREAM G1 — canonical accept gate blocks an unvalidated externally-claimed classification duplicate accept of the SAME (now-blocked-then-fixed) proposal id is idempotent: second call never double-applies	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/v8-mutation-canary.e2e.test.ts	H5.4 — v8 mutation canary (req.destroyed hang guard) 1) completed v8 mutation succeeds (201) and the row is written — the regression path	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 201 // Object.is equality
d	tests/acceptance/v8-mutation-canary.e2e.test.ts	H5.4 — v8 mutation canary (req.destroyed hang guard) 2) server is not wedged: a follow-up mutation still completes	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 201 // Object.is equality
d	tests/acceptance/v8-mutation-canary.e2e.test.ts	H5.4 — v8 mutation canary (req.destroyed hang guard) 3) abrupt socket close does not hang the server; DB left clean	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 201 // Object.is equality
d	tests/acceptance/v8-notebook-canon-content-conflict.e2e.test.ts	v8/notebook.routes.ts PUT /pages/:noteId/content — M02-018 atomic guard CONCURRENT writers on the same version: exactly one 200, exactly one 409 (not a silent no-op 200)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: attempt 0: expected exactly one 200 and one 409: expected [ 404, 404 ] to deeply equal [ 200, 409 ]
d	tests/acceptance/v8-notebook-canon-content-conflict.e2e.test.ts	v8/notebook.routes.ts PUT /pages/:noteId/content — M02-018 atomic guard a foreign OWNER in the SAME tenant cannot write (owner-only, not just tenant-scoped)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 404 to be 403 // Object.is equality
d	tests/acceptance/v8-notebook-canon-content-conflict.e2e.test.ts	v8/notebook.routes.ts PUT /pages/:noteId/content — M02-018 atomic guard a foreign TENANT cannot write and does not leak content	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 404 to be 403 // Object.is equality
d	tests/acceptance/v8-notebook-content-decode.e2e.test.ts	v8/my-work.routes.ts — notebook content_text/content_json decode-before-store 1) POST /notebook/pages decodes contentText/contentJson (mirrors title fix), verified against the raw DB row	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected undefined to be truthy
d	tests/acceptance/v8-notebook-content-decode.e2e.test.ts	v8/my-work.routes.ts — notebook content_text/content_json decode-before-store 2) PUT /notebook/pages/:id decodes contentText/contentJson on update, verified against the raw DB row	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected undefined to be truthy
d	tests/acceptance/wbc-node-comments.e2e.test.ts	Acceptance WBC — Whiteboard node comments persist via the real graph save path WBC.1 — a comment on node.data.comments persists through PUT /map and reloads via GET /map	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 201 // Object.is equality
d	tests/acceptance/wbc-node-comments.e2e.test.ts	Acceptance WBC — Whiteboard node comments persist via the real graph save path WBC.2 — a second ACTIVE org member sees the comment via org-scoped GET /map	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 201 // Object.is equality
d	tests/acceptance/wbc-node-comments.e2e.test.ts	Acceptance WBC — Whiteboard node comments persist via the real graph save path WBC.3 — deleting a comment (PUT without it) round-trips to an empty thread	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 201 // Object.is equality
d	tests/acceptance/z139-title-sanitizer.e2e.test.ts	Z139 T5 — notebook title decode-before-store (real HTTP+DB) round-trips a title with < > & " ' „ to PLAIN text (no double-escape)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected undefined to be 'odbior--t5--body <i>x</i> & y "z"' // Object.is equality
d	tests/acceptance/z139-title-sanitizer.e2e.test.ts	Z139 T5 — notebook title decode-before-store (real HTTP+DB) is IDEMPOTENT across repeated edit-saves (no &amp; -> &amp;amp; growth)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected undefined to be 'odbior--t5--Q4 & Q1 <plan> "final"' // Object.is equality
d	tests/acceptance/z77-workload-presence.e2e.test.ts	#77 workloadCapacityService.getOverloadAlerts — real Postgres contract getCapacityOverview returns real cap/alloc math for the seeded member	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected [] to have a length of 1 but got +0
d	tests/acceptance/z77-workload-presence.e2e.test.ts	#77 workloadCapacityService.getOverloadAlerts — real Postgres contract getOverloadAlerts returns a well-shaped critical alert for the overloaded user	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 0 to be greater than 0
d	tests/acceptance/z77-workload-presence.e2e.test.ts	presence-write (T8) — notebookCollabWs real WS + real realtime_presence rows join over the real WS gateway writes a live row to realtime_presence	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	Error: Unexpected server response: 403
